start,end,day,reset,hours,delta,n,haiku,cost,input_tokens,cache_read_tokens,cache_create_tokens,output_tokens
2026-08-04T23:21:18.395742+00:00,2026-08-05T02:22:37.287813+00:00,2026-08-04,2026-08-11,3.0219144641690785,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-05T02:22:37.287813+00:00,2026-08-05T05:23:53.785079+00:00,2026-08-05,2026-08-11,3.021249240570598,0.0,2,0,0.4639694999999998,0.000112,0.292431,0.101935,0.003209
2026-08-05T05:44:11.640785+00:00,2026-08-05T08:45:37.910951+00:00,2026-08-05,2026-08-11,3.0239639349778495,1.0,1,0,0.004248499999999877,0.00043,0.207508,0.105972,0.003399
2026-08-05T08:55:51.931226+00:00,2026-08-05T11:57:18.872416+00:00,2026-08-05,2026-08-11,3.0241503305567634,5.0,57,0,82.66389199999999,0.107339,114.53756,2.244961,0.664408
2026-08-05T11:57:18.872416+00:00,2026-08-05T14:58:58.132317+00:00,2026-08-05,2026-08-11,3.027572194735209,10.0,98,0,162.17906,0.299102,213.533387,6.399132,1.274943
2026-08-05T14:58:58.132317+00:00,2026-08-05T18:00:35.396755+00:00,2026-08-05,2026-08-11,3.0270178994205263,2.0,28,0,55.405109499999995,0.109472,67.701464,1.654464,0.313046
2026-08-05T19:31:15.442671+00:00,2026-08-05T22:32:33.657167+00:00,2026-08-05,2026-08-11,3.021726248860359,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-05T22:32:33.657167+00:00,2026-08-06T01:33:43.186938+00:00,2026-08-05,2026-08-11,3.0193138253026537,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-06T01:33:43.186938+00:00,2026-08-06T04:34:57.380187+00:00,2026-08-06,2026-08-11,3.0206092358297774,1.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-06T04:34:57.380187+00:00,2026-08-06T07:36:22.527704+00:00,2026-08-06,2026-08-11,3.0236520880460738,8.0,83,0,120.77491275,0.148797,152.320862,4.711625,0.862187
2026-08-06T07:36:22.527704+00:00,2026-08-06T10:37:52.399847+00:00,2026-08-06,2026-08-11,3.0249644841750465,2.0,42,0,54.7933055,0.046889,87.14884,1.480659,0.293097
2026-08-06T13:39:29.460565+00:00,2026-08-06T16:39:46.167713+00:00,2026-08-06,2026-08-11,3.004640874399079,3.0,31,0,40.47129700000001,0.037956,53.5571,1.825654,0.149977
2026-08-06T22:07:09.247470+00:00,2026-08-07T01:08:25.072298+00:00,2026-08-06,2026-08-11,3.021062452263302,1.0,17,0,29.307140999999994,0.014408,33.860575,0.866796,0.140994
2026-08-07T01:08:25.072298+00:00,2026-08-07T04:09:43.476909+00:00,2026-08-07,2026-08-11,3.02177905857563,6.0,50,0,113.39569700000004,0.089036,139.668782,4.699576,0.461906
2026-08-07T04:09:43.476909+00:00,2026-08-07T07:10:58.538117+00:00,2026-08-07,2026-08-11,3.0208503355582557,11.0,113,0,173.4114485,0.128069,248.568112,5.520865,0.695805
2026-08-07T07:10:58.538117+00:00,2026-08-07T10:14:47.931610+00:00,2026-08-07,2026-08-11,3.063720414770974,5.0,50,0,74.085448,0.061785,92.745312,4.816514,0.263635
2026-08-07T10:14:47.931610+00:00,2026-08-07T13:19:17.373153+00:00,2026-08-07,2026-08-11,3.074844873017735,3.0,6,0,27.395636499999995,0.010371,22.877393,1.639568,0.054839
2026-08-07T13:19:17.373153+00:00,2026-08-07T16:20:29.017247+00:00,2026-08-07,2026-08-11,3.019901137219535,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-07T16:20:29.017247+00:00,2026-08-07T19:21:46.800759+00:00,2026-08-07,2026-08-11,3.0216065311431883,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-07T22:07:50.180561+00:00,2026-08-08T01:08:57.478485+00:00,2026-08-07,2026-08-11,3.0186938677893744,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-08T01:08:57.478485+00:00,2026-08-08T04:09:59.898430+00:00,2026-08-08,2026-08-11,3.017338873611556,1.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-08T06:10:45.033591+00:00,2026-08-08T09:12:17.749485+00:00,2026-08-08,2026-08-11,3.0257544149955113,1.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-08T09:12:17.749485+00:00,2026-08-08T12:13:24.262103+00:00,2026-08-08,2026-08-11,3.0184757272402445,1.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-08T12:13:24.262103+00:00,2026-08-08T15:14:28.689531+00:00,2026-08-08,2026-08-11,3.0178965077797573,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-08T15:14:28.689531+00:00,2026-08-08T18:15:40.302712+00:00,2026-08-08,2026-08-11,3.019892550243272,1.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-08T18:15:40.302712+00:00,2026-08-08T21:16:50.364406+00:00,2026-08-08,2026-08-11,3.0194615817070005,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-08T23:02:25.276870+00:00,2026-08-09T02:03:27.974315+00:00,2026-08-08,2026-08-11,3.0174159569210475,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-09T02:03:27.974315+00:00,2026-08-09T05:04:26.273406+00:00,2026-08-09,2026-08-11,3.0161941919724145,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-11T07:12:48.852510+00:00,2026-08-11T10:16:14.398271+00:00,2026-08-11,2026-08-18,3.057096044752333,8.0,72,0,144.94833450000002,0.142419,177.491609,3.722348,1.016298
2026-08-11T10:16:14.398271+00:00,2026-08-11T13:18:54.334004+00:00,2026-08-11,2026-08-18,3.04442659245597,10.0,197,0,357.9382405,0.258001,574.823393,7.253613,1.682655
2026-08-11T13:18:54.334004+00:00,2026-08-11T16:19:55.440239+00:00,2026-08-11,2026-08-18,3.0169739541742535,2.0,14,0,29.427467,0.016938,41.783088,1.175166,0.046309
2026-08-11T16:19:55.440239+00:00,2026-08-11T19:24:09.724478+00:00,2026-08-11,2026-08-18,3.070634510848257,3.0,41,0,82.4747855,0.054844,98.613732,2.383686,0.337363
2026-08-11T19:24:09.724478+00:00,2026-08-11T22:25:26.020858+00:00,2026-08-11,2026-08-18,3.0211934389008417,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-12T05:06:54.729058+00:00,2026-08-12T08:08:18.630815+00:00,2026-08-12,2026-08-18,3.0233060436116324,8.0,120,0,225.42029900000003,0.166567,383.996198,6.824914,1.126462
2026-08-12T08:08:18.630815+00:00,2026-08-12T11:09:50.913940+00:00,2026-08-12,2026-08-18,3.025634201367696,7.0,156,0,240.9998975,0.196424,379.336664,4.919847,1.085593
2026-08-12T11:09:50.913940+00:00,2026-08-12T14:10:57.739182+00:00,2026-08-12,2026-08-18,3.0185625672340395,8.0,86,0,216.37633000000002,0.178762,315.980778,4.474499,0.872427
2026-08-12T14:10:57.739182+00:00,2026-08-12T17:12:20.311716+00:00,2026-08-12,2026-08-18,3.022936815023422,5.0,61,0,125.57422949999997,0.112862,222.031486,2.435248,0.441058
2026-08-12T17:12:20.311716+00:00,2026-08-12T20:13:53.122773+00:00,2026-08-12,2026-08-18,3.0257808491256504,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-12T20:13:53.122773+00:00,2026-08-12T23:15:08.848967+00:00,2026-08-12,2026-08-18,3.021035053928693,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-13T04:22:32.471385+00:00,2026-08-13T07:23:40.836252+00:00,2026-08-13,2026-08-18,3.018990240825547,5.0,109,0,209.09707849999998,0.102295,315.446835,6.218295,0.552308
2026-08-13T08:19:06.262303+00:00,2026-08-13T11:21:23.446886+00:00,2026-08-13,2026-08-18,3.038106828596857,9.0,78,0,175.48378849999997,0.104594,304.225541,4.111205,0.79673
2026-08-13T11:21:23.446886+00:00,2026-08-13T14:22:44.215120+00:00,2026-08-13,2026-08-18,3.0224356205595866,6.0,37,0,86.94183699999999,0.111514,150.87626,3.718295,0.420489
2026-08-13T14:22:44.215120+00:00,2026-08-13T17:24:19.992363+00:00,2026-08-13,2026-08-18,3.0266047896941504,6.0,49,0,133.99100999999996,0.069559,217.209735,2.954393,0.486124
2026-08-13T19:15:20.938263+00:00,2026-08-13T22:16:43.288688+00:00,2026-08-13,2026-08-18,3.022875118056933,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-13T22:16:43.288688+00:00,2026-08-14T01:18:07.275236+00:00,2026-08-13,2026-08-18,3.023329596651925,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-14T01:18:07.275236+00:00,2026-08-14T04:19:17.763410+00:00,2026-08-14,2026-08-18,3.019580048388905,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-14T04:19:17.763410+00:00,2026-08-14T07:23:18.269480+00:00,2026-08-14,2026-08-18,3.0668072416385015,1.0,8,0,33.158050999999986,0.002432,36.48069,1.404982,0.019564
2026-08-14T08:45:42.266431+00:00,2026-08-14T11:46:56.086365+00:00,2026-08-14,2026-08-18,3.020505537192027,6.0,51,0,98.17402175,0.085881,123.891174,3.947015,0.390678
2026-08-14T12:27:33.599196+00:00,2026-08-14T15:28:55.468175+00:00,2026-08-14,2026-08-18,3.0227413830492234,0.0,6,0,7.998146000000001,0.000937,7.18471,0.657982,0.023075
2026-08-14T15:28:55.468175+00:00,2026-08-14T18:30:13.380502+00:00,2026-08-14,2026-08-18,3.0216423130697674,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-14T22:06:39.170180+00:00,2026-08-15T01:07:55.830088+00:00,2026-08-14,2026-08-18,3.021294418838289,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-15T01:07:55.830088+00:00,2026-08-15T04:09:15.087407+00:00,2026-08-15,2026-08-18,3.0220159220033223,1.0,1,0,3.8287099999999974,4.8e-05,0.36063,0.361603,0.001285
2026-08-15T04:09:15.087407+00:00,2026-08-15T07:10:30.631933+00:00,2026-08-15,2026-08-18,3.02098459051715,2.0,1,0,5.838029000000006,0.000151,3.693468,0.376534,0.009008
2026-08-18T07:09:38.373264+00:00,2026-08-18T10:11:17.879817+00:00,2026-08-18,2026-08-25,3.027640709148513,15.0,101,0,344.06559100000004,0.354743,463.49406,11.055225,1.861905
2026-08-18T10:11:17.879817+00:00,2026-08-18T13:14:19.843846+00:00,2026-08-18,2026-08-25,3.0505455636315877,5.0,24,0,49.2187945,0.061984,130.046852,3.975374,0.342173
2026-08-18T13:14:19.843846+00:00,2026-08-18T16:17:26.698238+00:00,2026-08-18,2026-08-25,3.0519039977259106,6.0,35,0,63.78528000000001,0.073062,45.880977,4.265566,0.184407
2026-08-18T17:38:27.674762+00:00,2026-08-18T20:40:35.998581+00:00,2026-08-18,2026-08-25,3.035645505256123,2.0,19,0,38.258938,0.036058,40.184531,1.06724,0.201571
2026-08-18T21:15:55.660130+00:00,2026-08-19T00:17:54.175687+00:00,2026-08-18,2026-08-25,3.03292098806964,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-19T00:17:54.175687+00:00,2026-08-19T03:20:49.210977+00:00,2026-08-19,2026-08-25,3.048620913889673,4.0,23,0,62.6020465,0.055758,81.126797,2.707708,0.354777
2026-08-19T03:20:49.210977+00:00,2026-08-19T06:23:59.546245+00:00,2026-08-19,2026-08-25,3.0528709077835083,11.0,109,0,253.62373800000006,0.311381,422.505988,11.441592,1.507663
2026-08-19T06:34:15.329189+00:00,2026-08-19T09:38:15.627543+00:00,2026-08-19,2026-08-25,3.066749542752902,8.0,77,0,131.25064150000006,0.183278,279.671603,9.251289,0.811273
2026-08-19T09:38:15.627543+00:00,2026-08-19T12:38:21.488852+00:00,2026-08-19,2026-08-25,3.0016281414031982,6.0,40,0,69.814112,0.078124,110.854477,4.059647,0.414952
2026-08-19T13:16:35.774999+00:00,2026-08-19T16:19:36.135866+00:00,2026-08-19,2026-08-25,3.050100240839852,6.0,20,0,50.43543849999999,0.046272,61.493621,1.665107,0.112121
2026-08-19T16:19:36.135866+00:00,2026-08-19T19:22:02.760060+00:00,2026-08-19,2026-08-25,3.0407289428181117,4.0,6,0,10.026683499999997,0.004806,17.198577,0.064659,0.030271
2026-08-20T04:38:19.241388+00:00,2026-08-20T07:41:29.896527+00:00,2026-08-20,2026-08-25,3.052959760824839,2.0,13,0,34.080198,0.011851,24.697896,2.267619,0.04241
2026-08-20T07:41:29.896527+00:00,2026-08-20T10:44:55.315055+00:00,2026-08-20,2026-08-25,3.0570607021782132,5.0,36,0,40.19406400000002,0.012083,66.342921,0.714099,0.144459
2026-08-20T12:59:33.076034+00:00,2026-08-20T16:01:59.790340+00:00,2026-08-20,2026-08-25,3.0407539738549128,1.0,4,0,15.622207000000008,0.004781,12.904954,0.85041,0.025669
2026-08-20T16:23:05.924339+00:00,2026-08-20T19:25:38.100012+00:00,2026-08-20,2026-08-25,3.0422710202799905,1.0,17,0,74.264535,0.012749,113.46523,1.176276,0.222673
2026-08-20T22:57:56.296346+00:00,2026-08-21T01:59:58.300046+00:00,2026-08-20,2026-08-25,3.033889916671647,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-21T01:59:58.300046+00:00,2026-08-21T05:01:05.215981+00:00,2026-08-21,2026-08-25,3.0185877597332,1.0,4,0,13.974948999999997,0.009469,17.871228,0.443834,0.022146
2026-08-21T05:01:05.215981+00:00,2026-08-21T08:04:47.278602+00:00,2026-08-21,2026-08-25,3.061684061355061,4.0,33,0,118.07370700000001,0.091645,182.682024,3.237023,0.256241
2026-08-21T08:04:47.278602+00:00,2026-08-21T11:07:20.980855+00:00,2026-08-21,2026-08-25,3.04269507030646,4.0,40,0,116.32742699999999,0.068736,202.008404,3.142657,0.284747
2026-08-21T12:23:26.650777+00:00,2026-08-21T15:25:18.328950+00:00,2026-08-21,2026-08-25,3.031021714674102,2.0,16,0,35.57897550000001,0.019037,42.883992,1.178301,0.114477
2026-08-21T15:25:18.328950+00:00,2026-08-21T18:27:06.977184+00:00,2026-08-21,2026-08-25,3.03018006503582,3.0,17,0,50.04864500000002,0.013764,87.06453,0.230491,0.135212
2026-08-21T18:27:06.977184+00:00,2026-08-21T21:28:47.450744+00:00,2026-08-21,2026-08-25,3.0279093221823374,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-21T23:04:40.879205+00:00,2026-08-22T02:06:12.288795+00:00,2026-08-21,2026-08-25,3.0253915527794097,1.0,1,0,8.146014000000008,0.001992,3.990268,0.581267,0.01313
2026-08-22T07:52:20.428194+00:00,2026-08-22T10:55:11.413179+00:00,2026-08-22,2026-08-25,3.047495829131868,1.0,52,0,57.248198000000016,0.037022,94.173094,0.750821,0.102225
2026-08-22T10:55:11.413179+00:00,2026-08-22T13:56:42.915269+00:00,2026-08-22,2026-08-25,3.025417247215907,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-25T08:18:26.740237+00:00,2026-08-25T11:18:26.812262+00:00,2026-08-25,2026-09-01,3.0000200069612926,6.0,27,0,77.28696,0.091174,92.170622,2.574786,0.404398
2026-08-25T11:18:26.812262+00:00,2026-08-25T14:20:32.782105+00:00,2026-08-25,2026-09-01,3.0349916230307685,2.0,16,0,30.168766999999995,0.014143,49.793697,0.726016,0.169442
2026-08-25T16:02:46.313618+00:00,2026-08-25T19:04:28.980570+00:00,2026-08-25,2026-09-01,3.028518597814772,4.0,33,0,78.32207600000001,0.086024,110.274403,2.735613,0.427095
2026-08-25T19:04:28.980570+00:00,2026-08-25T22:06:13.152839+00:00,2026-08-25,2026-09-01,3.0289367413520814,0.0,11,0,9.634235500000003,0.00089,20.710488,0.068626,0.029987
2026-08-25T22:06:13.152839+00:00,2026-08-26T01:07:47.395120+00:00,2026-08-25,2026-09-01,3.026178411377801,0.0,13,0,6.876138500000001,0.000596,15.685374,0.421084,0.021728
2026-08-26T01:07:47.395120+00:00,2026-08-26T04:09:34.418475+00:00,2026-08-26,2026-09-01,3.0297287097242145,1.0,21,0,45.63054500000002,0.005379,60.138783,1.857121,0.062104
2026-08-26T08:20:38.864726+00:00,2026-08-26T11:22:10.329768+00:00,2026-08-26,2026-09-01,3.025406956076622,1.0,15,0,30.772854499999998,0.004304,35.222809,1.227943,0.03442
2026-08-26T11:22:10.329768+00:00,2026-08-26T14:23:41.902473+00:00,2026-08-26,2026-09-01,3.025436862508456,1.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-26T14:23:41.902473+00:00,2026-08-26T17:25:16.842542+00:00,2026-08-26,2026-09-01,3.0263722413778305,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-26T17:25:16.842542+00:00,2026-08-26T20:26:48.832749+00:00,2026-08-26,2026-09-01,3.0255528352657954,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-26T20:26:48.832749+00:00,2026-08-26T23:28:20.658896+00:00,2026-08-26,2026-09-01,3.02550726307763,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-27T09:40:58.857368+00:00,2026-08-27T12:42:51.317200+00:00,2026-08-27,2026-09-01,3.0312388422091803,3.0,20,0,81.38942600000001,0.012405,100.214539,2.875765,0.199187
2026-08-27T13:48:38.494849+00:00,2026-08-27T16:50:00.693117+00:00,2026-08-27,2026-09-01,3.022832852204641,2.0,8,0,19.477715500000002,0.000827,22.639261,0.772865,0.017012
2026-08-27T23:02:51.922532+00:00,2026-08-28T02:04:15.676180+00:00,2026-08-27,2026-09-01,3.02326490216785,1.0,2,0,15.826663500000011,0.000465,13.416536,1.556805,0.010985
2026-08-28T02:04:15.676180+00:00,2026-08-28T05:04:56.067534+00:00,2026-08-28,2026-09-01,3.011219820578893,4.0,22,0,80.86809275000003,0.036065,93.281183,3.110419,0.097485
2026-08-28T05:04:56.067534+00:00,2026-08-28T08:08:33.041508+00:00,2026-08-28,2026-09-01,3.060270548330413,3.0,27,0,55.301529,0.034838,61.477618,1.955194,0.193247
2026-08-28T08:08:33.041508+00:00,2026-08-28T11:09:54.188124+00:00,2026-08-28,2026-09-01,3.022540726661682,3.0,25,0,42.104322,0.014832,45.56387,2.157134,0.112285
2026-08-28T12:04:04.703023+00:00,2026-08-28T15:05:31.348692+00:00,2026-08-28,2026-09-01,3.024068241384294,3.0,31,0,57.0201575,0.005074,83.946992,1.382425,0.112098
2026-08-28T15:05:31.348692+00:00,2026-08-28T18:06:55.613752+00:00,2026-08-28,2026-09-01,3.023406961096658,1.0,16,0,20.180267,0.001713,44.978699,0.952099,0.045003
2026-08-28T18:06:55.613752+00:00,2026-08-28T21:08:14.104057+00:00,2026-08-28,2026-09-01,3.021802862551477,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-28T21:08:14.104057+00:00,2026-08-29T00:09:31.394359+00:00,2026-08-28,2026-09-01,3.0214695283439426,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-29T00:09:31.394359+00:00,2026-08-29T03:10:48.372944+00:00,2026-08-29,2026-09-01,3.021382940279113,0.0,1,0,12.692970000000017,0.00048,13.20894,0.573605,0.014002
2026-08-29T03:10:48.372944+00:00,2026-08-29T06:12:08.922778+00:00,2026-08-29,2026-09-01,3.0223749538262683,1.0,15,0,25.419212999999996,0.001374,43.53842,1.250273,0.044179
2026-08-29T07:07:34.372137+00:00,2026-08-29T10:08:55.536925+00:00,2026-08-29,2026-09-01,3.0225457744465936,1.0,13,0,27.23024449999998,0.001838,35.805482,1.329192,0.040408
2026-08-29T10:08:55.536925+00:00,2026-08-29T13:10:18.527433+00:00,2026-08-29,2026-09-01,3.023052918844753,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-29T15:56:29.134188+00:00,2026-08-29T18:57:50.321878+00:00,2026-08-29,2026-09-01,3.0225521361165577,1.0,9,0,30.91269999999999,0.016343,30.719276,1.345424,0.080444
2026-08-29T18:57:50.321878+00:00,2026-08-29T21:59:09.735760+00:00,2026-08-29,2026-09-01,3.0220594116714268,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-30T02:01:12.678559+00:00,2026-08-30T05:02:39.765003+00:00,2026-08-30,2026-09-01,3.024190678861406,1.0,3,0,20.76986099999999,0.001075,11.550972,1.46381,0.014036
2026-08-30T05:02:39.765003+00:00,2026-08-30T08:04:06.919352+00:00,2026-08-30,2026-09-01,3.0242095414135193,1.0,44,0,65.36778299999995,0.004819,142.60383,0.85457,0.118759
2026-08-30T10:58:14.081629+00:00,2026-08-30T13:59:26.517337+00:00,2026-08-30,2026-09-01,3.0201210300127665,3.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-30T19:05:42.342907+00:00,2026-08-30T22:09:21.781243+00:00,2026-08-30,2026-09-01,3.0609550933705436,0.0,2,0,3.4443870000000003,0.000525,6.072134,0.032252,0.003327
2026-08-30T22:09:21.781243+00:00,2026-08-31T01:10:40.341808+00:00,2026-08-30,2026-09-01,3.0218223791652257,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-08-31T04:28:58.333468+00:00,2026-08-31T07:30:45.426376+00:00,2026-08-31,2026-09-01,3.029748030039999,1.0,50,0,45.238498500000006,0.016618,77.22006,0.408594,0.144297
2026-08-31T07:30:45.426376+00:00,2026-08-31T10:32:28.361581+00:00,2026-08-31,2026-09-01,3.0285931124952103,3.0,11,0,21.458844000000003,0.010754,20.728264,1.437058,0.08258
2026-08-31T10:32:28.361581+00:00,2026-08-31T13:34:25.496737+00:00,2026-08-31,2026-09-01,3.0325375433100596,3.0,32,0,32.1005225,0.019726,54.970841,1.017539,0.079253
2026-08-31T13:34:25.496737+00:00,2026-08-31T16:36:30.851076+00:00,2026-08-31,2026-09-01,3.034820649690098,1.0,15,0,17.2821195,0.000757,28.710373,0.707042,0.033666
2026-08-31T23:00:09.372892+00:00,2026-09-01T02:01:48.877549+00:00,2026-08-31,2026-09-01,3.0276401825083625,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-09-01T07:26:25.274316+00:00,2026-09-01T10:28:08.895448+00:00,2026-09-01,2026-09-08,3.028783647749159,2.0,7,0,23.59064825000001,0.00406,10.662284,1.09178,0.041322
2026-09-01T10:28:08.895448+00:00,2026-09-01T13:29:38.750697+00:00,2026-09-01,2026-09-08,3.024959791368908,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-09-01T13:29:38.750697+00:00,2026-09-01T16:31:44.051138+00:00,2026-09-01,2026-09-08,3.034805678062969,10.0,32,0,38.26604600000004,0.016842,46.447744,1.28559,0.142523
2026-09-02T02:00:56.101720+00:00,2026-09-02T05:02:18.849656+00:00,2026-09-02,2026-09-08,3.022985537780656,5.0,31,0,83.82607249999998,0.019657,108.573576,2.355933,0.198656
2026-09-02T05:02:18.849656+00:00,2026-09-02T08:03:47.536802+00:00,2026-09-02,2026-09-08,3.0246353183190027,4.0,84,0,150.98137950000003,0.068622,262.102854,3.381388,0.430643
2026-09-02T08:03:47.536802+00:00,2026-09-02T11:05:18.778373+00:00,2026-09-02,2026-09-08,3.0253448808193206,5.0,24,0,79.76836250000001,0.118795,107.46503,2.052627,0.70061
2026-09-02T11:05:18.778373+00:00,2026-09-02T14:06:54.626040+00:00,2026-09-02,2026-09-08,3.0266243519385654,9.0,40,0,196.28629899999999,0.264096,264.357262,7.350929,0.977121
2026-09-02T14:06:54.626040+00:00,2026-09-02T17:08:26.161355+00:00,2026-09-02,2026-09-08,3.0254264763991037,1.0,2,0,0.8415864999999969,0.001456,7.071135,0.504692,0.008463
2026-09-02T22:00:35.261861+00:00,2026-09-03T01:01:53.675976+00:00,2026-09-02,2026-09-08,3.021781698597802,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-09-03T01:01:53.675976+00:00,2026-09-03T04:01:55.870174+00:00,2026-09-03,2026-09-08,3.000609499414762,2.0,19,0,59.38820175000003,0.17257,55.785308,2.825546,0.05235
2026-09-03T04:01:55.870174+00:00,2026-09-03T07:03:12.095250+00:00,2026-09-03,2026-09-08,3.0211736322111555,3.0,15,0,39.891327499999996,0.006442,57.292465,0.889426,0.092745
2026-09-03T07:03:12.095250+00:00,2026-09-03T10:04:30.304806+00:00,2026-09-03,2026-09-08,3.021724876695209,7.0,18,0,57.9719655,0.018235,66.758459,2.730739,0.115935
2026-09-03T10:04:30.304806+00:00,2026-09-03T13:09:31.315764+00:00,2026-09-03,2026-09-08,3.083614154987865,3.0,41,0,81.9808495,0.020956,120.769959,1.687992,0.180125
2026-09-03T14:55:10.528758+00:00,2026-09-03T17:57:22.661420+00:00,2026-09-03,2026-09-08,3.036703517238299,4.0,23,0,87.711216,0.038484,90.323282,3.749726,0.167132
2026-09-03T17:57:22.661420+00:00,2026-09-03T20:58:36.249929+00:00,2026-09-03,2026-09-08,3.020441252456771,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-09-04T02:55:41.487235+00:00,2026-09-04T05:58:10.075522+00:00,2026-09-04,2026-09-08,3.041274524132411,4.0,14,0,68.003112,0.017576,44.970041,4.290104,0.097053
2026-09-04T05:58:10.075522+00:00,2026-09-04T08:59:35.273559+00:00,2026-09-04,2026-09-08,3.023666121429867,0.0,2,0,7.546548000000001,0.001452,14.293996,0.014924,0.009722
2026-09-04T08:59:35.273559+00:00,2026-09-04T12:00:50.718138+00:00,2026-09-04,2026-09-08,3.0209568274683423,7.0,20,0,54.523527499999986,0.019371,59.892155,2.266666,0.056274
2026-09-04T12:00:50.718138+00:00,2026-09-04T15:02:07.973174+00:00,2026-09-04,2026-09-08,3.021459732254346,4.0,12,0,11.015382499999994,0.001017,16.914395,0.118335,0.05479
2026-09-04T15:02:07.973174+00:00,2026-09-04T18:03:35.020626+00:00,2026-09-04,2026-09-08,3.024179847770267,3.0,22,0,37.886923499999995,0.062267,52.341403,0.817672,0.120566
