project_goal	64	7	3009	3073	[(3021, "'GET'", "f'/api/portfolio/projects/{project}/goal'"), (3030, "'POST'", "f'/api/portfolio/projects/{project}/goals'"), (3033, "'POST'", "f'/api/portfolio/projects/{project}/goals/{resolved_goal_id}/progress'"), (3060, "'PUT'", "f'/api/portfolio/projects/{project}/goals/{resolved_goal_id}'")]	['project', 'action', 'objective', 'goal_id', 'note', 'watchdog_enabled', 'stall_after_seconds']
project_wait	38	5	3084	3122	[(3097, "'POST'", "f'/api/portfolio/projects/{project}/waits'"), (3105, "'POST'", "f'/api/portfolio/projects/{project}/waits/{wait_id.strip()}/{action}'")]	['project', 'action', 'question', 'wait_id', 'task_ref']
task_create	35	11	3133	3167	[(3152, "'POST'", "'/api/tm/tasks'")]	['title', 'project', 'price', 'description', 'assignee', 'status', 'priority', 'acceptance_command', 'acceptance_manifest', 'acceptance_required', 'request_key']
task_create_status	10	2	3172	3182	[(3175, "'GET'", "f'/api/tm/task-create-requests/{request_key}'")]	['request_key', 'project']
task_update	63	14	3195	3257	[(3236, "'PUT'", "f'/api/tm/tasks/{par}'"), (3238, "'GET'", "f'/api/tm/tasks/{par}'"), (3251, "'POST'", "f'/api/portfolio/projects/{portfolio_project.strip()}/tasks'")]	['par', 'title', 'description', 'price', 'status', 'assignee', 'priority', 'project', 'acceptance_command', 'acceptance_manifest', 'acceptance_required', 'clear_acceptance_command', 'clear_acceptance_oracle', 'portfolio_project']
task_list	14	3	3263	3276	[(3273, "'GET'", "'/api/tm/tasks'")]	['project', 'status', 'assignee']
task_get	6	2	3281	3286	[(3283, "'GET'", "f'/api/tm/tasks/{par}'")]	['par', 'project']
bg_create	47	11	3295	3341	[(3334, "'POST'", "'/api/bg/jobs'")]	['type', 'message', 'target', 'delay_seconds', 'path', 'pattern', 'command', 'host', 'cron_expr', 'interval_seconds', 'timeout_seconds']
bg_list	64	0	3346	3412	[(3347, "'GET'", "'/api/bg/jobs'")]	[]
bg_cancel	5	1	3417	3421	[(3418, "'DELETE'", "f'/api/bg/jobs/{job_id}'")]	['job_id']
search_memory	37	3	3426	3466	[(3436, "'POST'", "'/api/memory/search'")]	['query', 'limit', 'cross_project']
