path	line	kind	occurrences	literal	referrer_class	owner_status
CLAUDE.md	99	exact	1	docs/archive	root_contract	in_scope
CLAUDE.md	99	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	112	exact	1	docs/tasks	root_contract	in_scope
CLAUDE.md	117	exact	1	pipelines/	root_contract	in_scope
CLAUDE.md	140	exact	1	pipelines/	root_contract	in_scope
CLAUDE.md	193	exact	1	pipelines/	root_contract	in_scope
CLAUDE.md	195	exact	2	pipelines/	root_contract	in_scope
CLAUDE.md	199	exact	2	docs/tasks	root_contract	in_scope
CLAUDE.md	200	exact	1	pipelines/	root_contract	in_scope
CLAUDE.md	202	exact	1	docs/workers	root_contract	in_scope
CLAUDE.md	208	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	240	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	241	exact	2	docs/kb	root_contract	in_scope
CLAUDE.md	242	exact	1	docs/archive	root_contract	in_scope
CLAUDE.md	242	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	319	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	350	exact	1	docs/workers	root_contract	in_scope
CLAUDE.md	351	exact	2	pipelines/	root_contract	in_scope
CLAUDE.md	353	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	367	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	371	exact	2	docs/workers	root_contract	in_scope
CLAUDE.md	374	exact	1	docs/tasks	root_contract	in_scope
CLAUDE.md	383	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	414	exact	1	docs/kb	root_contract	in_scope
CLAUDE.md	415	exact	1	docs/archive	root_contract	in_scope
CLAUDE.md	415	exact	1	docs/tasks	root_contract	in_scope
Dockerfile	24	exact	2	pipelines/	root_contract	in_scope
TODO.md	3	exact	1	docs/tasks	root_contract	in_scope
TODO.md	16	exact	1	pipelines/	root_contract	in_scope
TODO.md	17	exact	1	docs/tasks	root_contract	in_scope
TODO.md	22	exact	1	docs/kb	root_contract	in_scope
TODO.md	32	exact	1	docs/workers	root_contract	in_scope
TODO.md	50	exact	1	docs/tasks	root_contract	in_scope
TODO.md	59	exact	1	docs/tasks	root_contract	in_scope
TODO.md	70	exact	1	docs/tasks	root_contract	in_scope
app/backend_claude.py	480	exact	1	docs/tasks	app_referrer	in_scope
app/backend_codex.py	957	exact	1	docs/tasks	app_referrer	in_scope
app/backend_grok.py	69	exact	1	docs/tasks	app_referrer	in_scope
app/backend_grok.py	78	exact	1	docs/tasks	app_referrer	in_scope
app/backend_grok.py	168	exact	1	docs/tasks	app_referrer	in_scope
app/backend_grok.py	1313	exact	1	docs/tasks	app_referrer	in_scope
app/charts.py	3	exact	1	docs/tasks	app_referrer	in_scope
app/fdstore.py	5	exact	1	docs/tasks	app_referrer	in_scope
app/harness/mcp.py	7	exact	1	docs/tasks	app_referrer	in_scope
app/ia/cutover.py	32	exact	1	docs/kb	app_referrer	in_scope
app/ia/cutover.py	33	exact	1	docs/tasks	app_referrer	in_scope
app/ia/cutover.py	34	exact	1	docs/kb	app_referrer	in_scope
app/ia/cutover.py	37	exact	1	docs/tasks	app_referrer	in_scope
app/ia/knowledge.py	684	split_ast	1	docs/tasks	app_referrer	in_scope
app/ia/knowledge.py	685	split_ast	1	docs/kb	app_referrer	in_scope
app/ia/knowledge.py	686	split_ast	1	docs/archive	app_referrer	in_scope
app/ia/project_distribution.py	430	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	444	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	465	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	498	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	538	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	605	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	708	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	766	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_distribution.py	1056	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_knowledge.py	204	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_knowledge.py	245	exact	1	docs/kb	app_referrer	in_scope
app/ia/project_knowledge.py	305	exact	1	docs/kb	app_referrer	in_scope
app/main.py	309	exact	1	docs/tasks	app_referrer	in_scope
app/main.py	423	exact	1	docs/tasks	app_referrer	in_scope
app/manager.py	329	exact	1	pipelines/	app_referrer	in_scope
app/manager.py	341	exact	1	pipelines/	app_referrer	in_scope
app/manager.py	507	exact	1	docs/tasks	app_referrer	in_scope
app/manager.py	750	exact	2	docs/workers	app_referrer	in_scope
app/manager.py	765	exact	1	pipelines/	app_referrer	in_scope
app/manager.py	1766	exact	1	pipelines/	app_referrer	in_scope
app/mcp_stdio.py	43	exact	1	docs/tasks	app_referrer	in_scope
app/mcp_stdio.py	2876	exact	1	docs/tasks	app_referrer	in_scope
app/pipeline.py	3	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	4	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	25	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	26	split_ast	1	pipelines/	app_referrer	in_scope
app/pipeline.py	67	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	145	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	162	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	173	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	402	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	456	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	552	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	555	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	558	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	564	exact	1	pipelines/	app_referrer	in_scope
app/pipeline.py	571	exact	1	pipelines/	app_referrer	in_scope
app/prompting.py	18	exact	1	pipelines/	app_referrer	in_scope
app/prompting.py	21	split_ast	1	pipelines/	app_referrer	in_scope
app/prompting.py	62	exact	2	docs/workers	app_referrer	in_scope
app/prompting.py	72	split_ast	1	docs/workers	app_referrer	in_scope
app/rag_service.py	34	exact	1	docs/tasks	app_referrer	in_scope
app/rag_service.py	116	exact	1	docs/tasks	app_referrer	in_scope
app/routes/sessions.py	200	exact	1	docs/tasks	app_referrer	in_scope
app/routes/sessions.py	632	exact	1	docs/tasks	app_referrer	in_scope
app/routes/system.py	2198	exact	1	docs/tasks	app_referrer	in_scope
app/session.py	218	exact	1	docs/tasks	app_referrer	in_scope
app/session.py	1316	exact	1	pipelines/	app_referrer	in_scope
app/session.py	1338	exact	1	pipelines/	app_referrer	in_scope
app/session_turns.py	525	exact	1	docs/tasks	app_referrer	in_scope
app/static/js/app.js	1721	exact	1	docs/tasks	app_referrer	in_scope
app/static/js/chat.js	398	exact	1	docs/tasks	app_referrer	in_scope
app/templates/dashboard.html	22	exact	1	docs/tasks	app_referrer	in_scope
app/tm.py	170	exact	1	docs/tasks	app_referrer	in_scope
app/tm.py	176	split_ast	1	docs/tasks	app_referrer	in_scope
app/workspace.py	2509	exact	1	docs/tasks	app_referrer	in_scope
deploy/orchestra.service	11	exact	1	docs/tasks	deployment_history	historical
docs/HANDOFF-from-laptop.md	73	exact	1	docs/tasks	moving_agent_artifact	in_scope
docs/archive/sessions/2026-06.md	65	exact	1	docs/workers	historical_archive	historical
docs/archive/sessions/2026-06.md	102	exact	1	pipelines/	historical_archive	historical
docs/archive/sessions/2026-07.md	16	exact	1	pipelines/	historical_archive	historical
docs/archive/sessions/2026-07.md	21	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	167	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	300	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	406	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	410	exact	1	pipelines/	historical_archive	historical
docs/archive/sessions/2026-07.md	427	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	431	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	450	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	456	exact	1	docs/archive	historical_archive	historical
docs/archive/sessions/2026-07.md	468	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	493	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-07.md	514	exact	2	docs/workers	historical_archive	historical
docs/archive/sessions/2026-07.md	516	exact	1	docs/workers	historical_archive	historical
docs/archive/sessions/2026-07.md	533	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-08.md	7	exact	3	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-08.md	27	exact	2	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-08.md	45	exact	1	docs/archive	historical_archive	historical
docs/archive/sessions/2026-08.md	45	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-08.md	62	exact	1	pipelines/	historical_archive	historical
docs/archive/sessions/2026-08.md	64	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-08.md	74	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-08.md	79	exact	1	docs/tasks	historical_archive	historical
docs/archive/sessions/2026-08.md	90	exact	1	docs/tasks	historical_archive	historical
docs/artifacts/compact-memory-landscape-106.html	394	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/compact-prompt-explained-106.html	601	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/compact-prompt-full-research-106.html	681	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/compact-prompt-q6-106.html	219	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/compact-prompt-q6-106.html	234	exact	2	docs/tasks	moving_task_output	in_scope
docs/artifacts/knowledge-base-architecture-256.html	245	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/knowledge-base-architecture-256.html	359	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/knowledge-base-architecture-256.html	360	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/knowledge-base-architecture-256.html	361	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/knowledge-base-architecture-256.html	362	exact	1	docs/kb	moving_task_output	in_scope
docs/artifacts/knowledge-base-architecture-256.html	363	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/knowledge-base-architecture-256.html	364	exact	1	docs/kb	moving_task_output	in_scope
docs/artifacts/model-limits-source-of-truth.html	157	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/opus5-routing.html	170	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/opus5-routing.html	171	exact	1	docs/tasks	moving_task_output	in_scope
docs/artifacts/quota-runway-controller.html	101	exact	1	docs/tasks	moving_task_output	in_scope
docs/experiments/85/hypothesis.md	64	exact	1	docs/tasks	moving_task_output	in_scope
docs/experiments/85/hypothesis.md	66	exact	1	docs/tasks	moving_task_output	in_scope
docs/experiments/85/report.md	91	exact	1	docs/tasks	moving_task_output	in_scope
docs/experiments/85/results.json	1213	exact	1	docs/tasks	moving_task_output	in_scope
docs/experiments/85/results.json	1965	exact	1	docs/tasks	moving_task_output	in_scope
docs/experiments/85/results.json	1965	exact	1	docs/workers	moving_task_output	in_scope
docs/experiments/85/results.jsonl	12	exact	1	docs/tasks	moving_task_output	in_scope
docs/experiments/85/results.jsonl	12	exact	1	docs/workers	moving_task_output	in_scope
docs/grok-field-guide.md	4	exact	1	docs/tasks	moving_agent_artifact	in_scope
docs/grok-field-guide.md	197	exact	1	docs/tasks	moving_agent_artifact	in_scope
docs/grok-field-guide.md	317	exact	1	docs/tasks	moving_agent_artifact	in_scope
docs/kb/README.md	4	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/README.md	22	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/README.md	70	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/README.md	75	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	5	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	6	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	7	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	8	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	9	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	10	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	11	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	12	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	13	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	27	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	31	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	32	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-code-intelligence.md	33	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	5	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	5	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	6	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	7	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	9	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	10	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	11	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	12	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	13	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	13	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	14	exact	3	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	18	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	20	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	21	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/agent-memory-architecture.md	32	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	6	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	6	exact	2	pipelines/	current_knowledge	in_scope
docs/kb/auto-work.md	7	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	8	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	9	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	10	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	11	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/auto-work.md	11	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	12	exact	3	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	13	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	14	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	15	exact	3	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	19	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	21	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	22	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	22	exact	1	pipelines/	current_knowledge	in_scope
docs/kb/auto-work.md	23	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	24	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	25	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/auto-work.md	36	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/chat-freshness.md	61	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	31	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	33	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	34	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	35	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	36	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	37	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	38	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	39	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	40	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	41	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	42	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	43	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	44	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	45	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	58	exact	1	docs/archive	current_knowledge	in_scope
docs/kb/codex-runtime.md	95	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	96	exact	1	docs/archive	current_knowledge	in_scope
docs/kb/codex-runtime.md	97	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	98	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	99	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/codex-runtime.md	100	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	5	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	7	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	8	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	9	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	13	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	14	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	15	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	16	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dashboard-quota-map.md	26	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	5	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/data-locality.md	5	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	6	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	7	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	8	exact	2	docs/kb	current_knowledge	in_scope
docs/kb/data-locality.md	8	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	9	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	10	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/data-locality.md	10	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	11	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/data-locality.md	11	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	11	exact	1	pipelines/	current_knowledge	in_scope
docs/kb/data-locality.md	12	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	13	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	17	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	18	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	26	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	30	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/data-locality.md	31	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	5	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	6	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	7	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	8	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	9	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	25	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	26	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	27	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/dead-code-audit.md	28	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/evidence-methods.md	24	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/evidence-methods.md	106	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/evidence-methods.md	120	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/evidence-methods.md	121	exact	1	docs/archive	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	5	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	6	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	7	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	8	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	10	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	11	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	13	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	30	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	31	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/feature-usage-audit.md	32	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/grep-memory-blowup.md	28	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/harness-tools.md	76	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	5	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	6	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	7	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	7	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	8	exact	1	docs/kb	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	8	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	9	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	10	exact	3	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	11	exact	2	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	12	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	20	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	30	exact	1	docs/tasks	current_knowledge	in_scope
docs/kb/information-architecture-synthesis.md	31	exact	1	docs/tasks	current_knowledge	in_scope
